,MSIScore,Ploidy,LoHFraction,WGD,CIN,Aneuploidy
PR-RO88TC,5.11,4.0383578624603,0.1630863498261,1.0,0.333557370356977,9.0
PR-Q546sg,3.16,2.81822837736946,0.259894200932417,1.0,0.603562249241608,18.0
PR-7UuGkQ,0.56,3.66835660538251,0.0449947605012295,1.0,0.56549468514061,18.0
PR-tearO4,4.19,1.95190792851643,0.109542527784073,0.0,0.252565576851113,10.0
PR-nDWlTv,71.85,,,,,
PR-JelpSO,1.43,3.70970691673342,0.136237885786061,1.0,0.558476836698051,21.0
PR-ccVAfj,3.06,,,,,
PR-vKyeZU,2.28,3.85346145732631,0.0283112778486068,1.0,0.496282071546694,18.0
PR-vYutiJ,4.06,,,,,
PR-BOyb4U,0.8,3.663759496581,0.175054956029961,1.0,0.638996444962388,21.0
PR-eUFjmR,4.48,2.1719432353038,0.0537570886853746,0.0,0.20783393202262,9.0
PR-uMouS2,1.95,3.07582061744444,0.222891487383793,1.0,0.546860404757092,20.0
PR-6AvZgM,1.65,3.12592729198407,0.338682869923821,1.0,0.674913360435958,23.0
PR-cn774J,2.29,4.90175196331355,0.290544936115712,1.0,0.860190397246617,29.0
PR-PGuya8,4.43,2.36404973520722,0.183109971127772,0.0,0.406510069401801,11.0
PR-GHS53C,0.83,2.06115352872248,0.0021521498622093,0.0,0.0420565859411815,1.0
PR-uUwc6d,0.84,2.07010571143423,0.0340747772082863,0.0,0.0926883440454343,4.0
PR-XSz4ci,2.56,2.83795277222003,0.298717625750264,1.0,0.64368363841447,20.0
PR-iR9IHK,1.69,2.16756959058371,0.0677131697354073,0.0,0.218706374342944,5.0
PR-d3Gt2J,1.5,3.64021898875144,0.0677609416068166,1.0,0.525886810123363,19.0
PR-8IF7lx,4.79,3.85273359232633,0.346920969386742,1.0,0.777880428354507,25.0
PR-v6aSUR,0.77,3.73512829007754,0.0789923218929719,1.0,0.402862869774393,14.0
PR-hceF11,2.19,2.0142137281708,0.125693714728668,0.0,0.208196126216948,5.0
PR-NXnKOn,2.93,2.80816478732809,0.308254833530106,1.0,0.652501631885572,26.0
PR-StXnXE,1.05,2.88551648533317,0.261788846496592,1.0,0.542115582174206,20.0
PR-og81ZO,6.75,3.10099196217063,0.324952411823558,1.0,0.730017063280046,21.0
PR-j5Qvx9,1.38,3.16785357443641,0.280358246015394,1.0,0.572641893551619,18.0
PR-EZrEGr,1.75,2.12845981520378,0.0206856304748206,0.0,0.154587423222154,9.0
PR-8q87By,2.3,2.34430107758652,0.783172087461641,1.0,0.245413892977898,10.0
PR-8Rs4MB,0.76,1.99002490272772,0.1374984490611,0.0,0.222668228599695,8.0
PR-qOn2lx,1.37,2.85670104162781,0.463114370168076,1.0,0.704910706469761,22.0
PR-FGeuv5,64.45,2.24746814510533,0.0173892681408447,0.0,0.21992320294187,9.0
PR-wMJR2g,0.65,3.2136520231512,0.560671325987295,1.0,0.6912318360584,24.0
PR-VwShRb,1.03,,,,,
PR-FWG9sX,0.81,3.37208266448835,0.0706312221627103,1.0,0.459850272227127,18.0
PR-hzrrDF,0.81,,,,,
PR-bWucLt,0.69,3.75787681847663,0.117973594583273,1.0,0.653829793751217,21.0
PR-8sK5Pe,1.57,2.05675761416616,0.228659257913174,0.0,0.387916087852362,10.0
PR-1ysvRM,2.71,3.30447301131071,0.0263877211997109,1.0,0.291233941914065,13.0
PR-pEEcjR,1.2,3.17538769817642,0.2874972270409,1.0,0.682405064711941,23.0
PR-qMuiGJ,3.68,3.02800620494872,0.298576645368713,1.0,0.601860508770627,20.0
PR-35nh9T,1.5,2.08197508672788,0.077019375713796,0.0,0.162960935159888,4.0
PR-f7h4Ex,0.85,2.86851647764106,0.348050413493106,1.0,0.656988884440372,19.0
PR-H5CCg3,1.29,3.08276569340382,0.276373096390661,1.0,0.633418743222384,23.0
PR-aHHBb9,87.55,2.10604149153207,0.0049897383466156,0.0,0.116992807405828,4.0
PR-qkxDzs,0.44,3.45044753887177,0.24017351411792,1.0,0.554681066057494,30.0
PR-MILDLe,1.05,3.9305498575151,0.456113388814621,1.0,0.629603338662365,15.0
PR-TsvGBq,3.1,,,,,
PR-mhrt9c,0.45,,,,,
PR-rVZ8uS,64.8,2.06972832432185,0.210117726386853,0.0,0.260340457784618,3.0
PR-JOlhYh,3.69,2.36942460479326,0.192189120755961,0.0,0.579075241649081,18.0
PR-VfXZwU,2.17,3.58680882383706,0.264858352621995,1.0,0.544564268460468,18.0
PR-6MbQjV,1.2,3.6925360657997,0.100735024019568,1.0,0.504313707131265,27.0
PR-T6ueCA,0.72,3.11137467534263,0.319215461059122,1.0,0.723816366545705,25.0
PR-izr1JZ,1.76,1.99988632784879,1.7785109538159e-05,0.0,1.7788429908206e-05,0.0
PR-be7WW3,70.47,,,,,
PR-bFkp19,3.65,2.2392191768621,0.206656402629465,0.0,0.419110631043918,9.0
PR-aFx2RI,2.25,2.17476322592004,0.194944832686889,0.0,0.303742759477778,10.0
PR-TjPGqB,64.39,,,,,
PR-oKaxkJ,0.51,3.69534443343713,0.328033103856156,1.0,0.721770576956025,27.0
PR-yX1uS6,4.36,2.84352234002196,0.0908003499517183,1.0,0.478987499859428,19.0
PR-0qGhSp,1.27,2.2996817938876,0.340979952890191,0.0,0.617835134849156,11.0
PR-fMalmr,1.86,3.85420146736378,0.0519213070894065,1.0,0.665533777945539,24.0
PR-sRcKfl,4.57,3.42032352130945,0.120975390367755,1.0,0.619670785519719,23.0
PR-C0LzlL,3.62,2.43624492712611,0.111173146124864,0.0,0.567634477740512,18.0
PR-ZXBMUP,3.19,2.39038553678632,0.464559505791677,1.0,0.552884619296114,11.0
PR-I5tq2d,0.8,2.85846403101349,0.393540431531657,1.0,0.726634124202216,22.0
PR-f67WG7,1.6,3.82244916868123,0.305356450436767,1.0,0.792572395904607,26.0
PR-64cwWG,1.39,4.84783310487296,0.289715875348839,1.0,0.73702564452156,29.0
PR-yBALA0,0.88,4.30472535471477,0.176032902088872,1.0,0.760092515797746,26.0
PR-DNBVYi,0.77,3.40887959983973,0.168252411330029,1.0,0.590339028350483,19.0
PR-86Rnag,4.65,1.9953069562861,0.0052728825782794,0.0,0.0057415794242223,0.0
PR-kuQnIb,3.3,1.95034893238424,0.114067640663649,0.0,0.23587776139594,9.0
PR-pJZM8U,1.47,4.11834559522148,0.347304655599358,1.0,0.799516746351859,26.0
PR-rsHOPc,81.08,2.13712043130745,0.028655186228936,0.0,0.193057620523967,6.0
PR-CWsu0l,2.23,2.61191376513383,0.210562574673569,1.0,0.6546114937512,21.0
PR-mURINF,5.3,3.52983077607094,0.319612000512644,1.0,0.633085698186365,25.0
PR-piUHST,1.12,2.03392960292801,0.0023485823829296,0.0,0.0235101416481527,0.0
PR-GThz6F,3.34,4.59339959392014,0.435462885782987,1.0,0.769901127364124,30.0
PR-727ZKc,0.65,2.82861872555464,0.257373981051421,1.0,0.593515826328504,21.0
PR-KYxq2O,1.23,3.82089990858546,0.109150815111446,1.0,0.637456957265909,24.0
PR-8E5B6f,2.02,3.50057031879936,0.160021621635193,1.0,0.475122186145937,28.0
PR-fiCrEH,85.75,3.02663637658906,0.0778680118245973,1.0,0.312457495617938,10.0
PR-xRsxof,4.15,3.50059605035687,0.0259502889288768,1.0,0.458474413865104,28.0
PR-ChODde,1.93,2.92722656374295,0.364481433378601,1.0,0.665117366073837,21.0
PR-S3PvSN,0.83,2.95832445791226,0.285591584772286,1.0,0.601001210618151,20.0
PR-rg1VGI,36.46,2.02896657517662,0.0152835557707583,0.0,0.0505331522309161,1.0
PR-dQcfqn,3.69,2.78584223550151,0.366563761415477,1.0,0.608126234464163,21.0
PR-EvLXSQ,1.19,2.0919558113972,0.168030536819366,0.0,0.315255284696838,10.0
PR-1q68oG,3.75,2.95492998515638,0.180968004854585,1.0,0.611311164919749,18.0
PR-UjQ0Q2,2.33,1.999992104981,0.0,0.0,0.0,0.0
PR-lyajXC,1.57,2.11772472070418,0.10458711945747,0.0,0.196812830588601,5.0
PR-hJMpMO,0.98,2.46421966813501,0.581126698130679,1.0,0.539994664081456,20.0
PR-sMfubO,1.55,1.99987352294458,2.80911065038028e-05,0.0,2.80941541073056e-05,0.0
PR-dnLHT0,3.91,2.93709160827004,0.4465365398344,1.0,0.704699392929344,20.0
PR-a0i72B,4.96,,,,,
PR-eJXkNU,0.93,2.54417478139775,0.266384687201113,1.0,0.655921516267349,22.0
PR-5ecI84,1.2,3.55355274378168,0.162601260504289,1.0,0.605422514586334,20.0
PR-xCr90y,1.42,2.87056284088569,0.272806278348094,1.0,0.710201582993074,27.0
PR-aj40PN,60.68,,,,,
PR-KxMRtA,2.1,4.41509548847115,0.123728567234806,1.0,0.676296813662661,27.0
PR-H4OMYl,1.43,3.00744111250933,0.376938768330843,1.0,0.716677111192983,23.0
PR-fAUVnh,0.66,4.19654835451656,0.332554170939203,1.0,0.825079945887307,24.0
PR-9oSzc2,0.7,3.84659891024283,0.123317125350741,1.0,0.514033719436767,19.0
PR-WH8Zs5,5.42,3.27271155885241,0.226967040715428,1.0,0.528847049423798,20.0
PR-mXUTIx,1.32,3.2957967878902,0.316721312413572,1.0,0.71264912946769,27.0
PR-cx2Pov,4.61,3.984601436799,0.125442248675011,1.0,0.611601699335603,22.0
PR-4uNl0E,4.01,1.91496590934878,0.0206663905720321,0.0,0.124217232642324,6.0
PR-rIEjXG,0.79,2.0687795233537,0.063397572922727,0.0,0.122510229363614,3.0
PR-JjCrR3,2.24,4.64795019472835,0.203272589026441,1.0,0.677162030749615,25.0
PR-1JkFPD,4.23,,,,,
PR-yIItlL,3.98,,,,,
PR-1jLfJo,0.99,3.96882863039812,0.302803531895682,1.0,0.784490386806774,27.0
PR-Fit7Mw,2.54,1.97012940128002,0.0840291741454503,0.0,0.104348641151321,2.0
PR-nUWhyf,5.13,2.08668910184602,0.0280144359205539,0.0,0.0685328294746188,2.0
PR-lCk8Gk,64.75,,,,,
PR-PNKnmM,1.8,3.43412146256243,0.189167814438757,1.0,0.64703114893817,25.0
PR-VLStra,1.13,3.89116085335934,0.130953726744869,1.0,0.605397091241166,26.0
PR-omDy4S,3.7,2.05393440361528,0.105884441766942,0.0,0.270489565639021,9.0
PR-qFAetc,2.95,3.74573263771325,0.0481777132996195,1.0,0.521941366662219,29.0
PR-jbp3GW,2.44,3.95639306544441,0.0842823461862689,1.0,0.754955726509281,21.0
PR-14sBTC,4.14,4.24825353545515,0.337638503892472,1.0,0.631641901384695,12.0
PR-Ql2CAo,2.3,2.04052249281095,0.161431780524011,0.0,0.262528632076067,6.0
PR-jEIiBu,0.98,3.31441526443352,0.201356061890985,1.0,0.64365224205752,25.0
PR-LgFEBI,1.77,4.00089568655224,0.191303376542545,1.0,0.692119261127262,18.0
PR-uiAmJy,64.91,2.18225390671594,0.0321886916801669,0.0,0.184778189890928,6.0
PR-4wqcKJ,1.47,3.39545583437565,0.564862012753651,1.0,0.629630816899159,15.0
PR-ru7QtA,1.08,3.21607415757928,0.315573366365394,1.0,0.572757223352687,12.0
PR-TBHWlG,1.52,3.21831121053684,0.394758145296073,1.0,0.742730149871553,23.0
PR-cydJsN,1.76,,,,,
PR-kTHvaf,1.15,3.74888195115913,0.184008083749997,1.0,0.704301850554721,23.0
PR-wCf7pr,4.02,2.17417403023966,0.115526573251267,0.0,0.200033841817582,4.0
PR-Nc2NbR,3.45,1.98031765565804,0.185451457327832,0.0,0.316423119138994,8.0
PR-aPcu78,3.63,3.03795599870084,0.237373807927432,1.0,0.583098752587154,24.0
PR-1Uo7R0,1.03,2.06113737050062,0.146201305604407,0.0,0.257252111117966,9.0
PR-MJJfxr,5.26,,,,,
PR-H29PoQ,1.15,3.74215656727142,0.211568425841895,1.0,0.672514871474678,27.0
PR-tXEhvN,90.63,2.12992364509781,0.0750570649512593,0.0,0.152071583708168,2.0
PR-qthRJk,69.36,1.9998350516957,7.90052234791906e-06,0.0,7.9014921920754e-06,0.0
PR-6Ybf3z,65.13,2.05251346461441,0.0256930691041075,0.0,0.0561752289905544,0.0
PR-4fe2A7,0.54,3.99759129001924,0.035812053822116,1.0,0.445091210894733,16.0
PR-BidGw1,2.8,1.94152636513982,0.070689686609471,0.0,0.216466751084734,5.0
PR-CIxoDJ,1.16,2.13037677737653,0.144190028737676,0.0,0.263764958292496,6.0
PR-SqG7aO,1.2,2.10443432485899,0.0394626810210137,0.0,0.116204936711825,2.0
PR-pqyD89,5.06,4.96775480831426,0.222713202485207,1.0,0.77363777434432,27.0
PR-tG48qj,0.81,2.04062543545571,0.0021043676099397,0.0,0.0284147235734244,0.0
PR-4bX4fN,2.8,4.56710844716167,0.323180180601704,1.0,0.809347602762751,33.0
PR-XFxyxc,3.89,3.13961000849814,0.204002765009298,1.0,0.504325105544302,22.0
PR-oiSGnn,3.74,4.16565016982686,0.0906763546793058,1.0,0.341411352039585,11.0
PR-XEXq2q,1.03,3.69697254842986,0.434360566480781,1.0,0.785535356585535,24.0
PR-Hwjmfl,5.45,2.51223543099803,0.422669390718934,1.0,0.655155450308852,25.0
PR-p4KnHJ,4.33,2.78910694852193,0.226810303547907,1.0,0.544994067057516,22.0
PR-WfmELG,1.39,1.83470815521057,0.298552528319808,0.0,0.350855276384244,11.0
PR-w4xKgb,1.17,3.70252814139029,0.175839929024216,1.0,0.714644081525619,22.0
PR-o24ov9,0.85,1.97656941543611,0.144845323681513,0.0,0.220530628152769,8.0
PR-7Alqku,1.79,2.08419035818892,0.0612015095371745,0.0,0.195471119136331,8.0
PR-x3dWKC,1.52,2.06344845122831,0.0849179016743964,0.0,0.210184042945383,6.0
PR-XqSAmr,1.04,,,,,
PR-Ly34Zm,1.1,,,,,
PR-7hHZ69,1.62,3.73118171796265,0.188664810556416,1.0,0.692806461859229,22.0
PR-nNoRvY,1.93,2.13567602718044,0.151951693684984,0.0,0.387601582798286,15.0
PR-eTsr5L,0.9,4.39798700664645,0.650003328399736,1.0,0.79422087531716,27.0
PR-27KADa,1.46,3.8623292095725,0.455507479390019,1.0,0.847552551042132,28.0
PR-yAMu3o,2.69,4.65427419631252,0.12921386656359,1.0,0.76955952519498,28.0
PR-Qvs2q6,58.36,2.03918855327449,0.0238996107882205,0.0,0.0451016900765573,0.0
PR-fJojQL,0.76,3.09857558138217,0.277901357376936,1.0,0.59191944171751,22.0
PR-uYaeFm,6.01,2.15837533367986,0.100496680759558,0.0,0.274825409386662,7.0
PR-mAWdud,1.29,2.98162652623195,0.108253282401622,1.0,0.450487980553591,16.0
PR-ZUgx91,3.03,3.23391611366982,0.280652781243015,1.0,0.681265715228859,27.0
PR-Oyo0DM,1.6,3.23352074828324,0.0671661286169576,1.0,0.431590948147035,14.0
PR-3tYmYv,15.7,4.21452152362475,0.735391969798169,1.0,0.506715332895981,16.0
PR-7QUNbJ,0.6,3.1821955682886,0.261444828123977,1.0,0.607166569839487,22.0
PR-MjCKCh,1.07,2.09906076119906,0.0855469916294537,0.0,0.184046950639785,5.0
PR-w8gCeg,1.26,1.99924698285725,1.68685121064466e-05,0.0,1.68754309159689e-05,0.0
PR-N8LnB4,0.67,4.78990741287261,0.328950524223885,1.0,0.797089212824118,24.0
PR-SJnFT9,3.41,4.12131545949647,0.179682003846089,1.0,0.747188546085464,23.0
PR-UxEzNY,2.15,3.84794189871197,0.104078960511575,1.0,0.490131272186343,21.0
PR-cOouv4,2.04,2.05612206158199,0.103346756514495,0.0,0.250916850303324,4.0
PR-fi9A8c,1.2,2.09743610871886,0.223662454531147,0.0,0.362004022268808,12.0
PR-UAFuXt,1.52,2.10741158631302,0.0675066028180595,0.0,0.194049341860148,6.0
PR-fBKnqX,1.01,2.1972689190248,0.220396856068302,0.0,0.41416330974281,6.0
PR-QjtQz3,3.94,4.31158897915316,0.0153431418511776,1.0,0.674372174065954,25.0
PR-6ldUF4,1.76,4.07131570659105,0.517999990257162,1.0,0.72724194683938,21.0
PR-4a3lMb,84.51,2.0642060196355,0.0041401946682599,0.0,0.0730231560935474,2.0
PR-usLYqC,0.74,3.29740410498766,0.194606667720756,1.0,0.582571601158341,18.0
PR-P8Mmg9,0.59,3.68611866827824,0.188491404509795,1.0,0.332579509405095,8.0
PR-bRG72C,1.13,3.32000964866886,0.175175508822929,1.0,0.515192190106426,19.0
PR-9V0s4B,0.6,4.19960023880716,0.0820624558973412,1.0,0.340015297129424,7.0
PR-3oiVuO,1.54,2.06388604683823,0.0610639686641393,0.0,0.168670710201135,6.0
PR-LYqPJx,1.43,2.87030759210251,0.260224584865435,1.0,0.60525604482426,18.0
PR-g73uDb,1.71,1.93028782408286,0.221624423798334,0.0,0.425122566215883,9.0
PR-iHMMie,0.85,,,,,
PR-2oO4yn,0.68,3.42806478456885,0.228159118298203,1.0,0.518516460895704,18.0
PR-zWyHnl,3.97,2.57894939750644,0.25891550010352,1.0,0.679090272823256,27.0
PR-V4DbaQ,1.24,2.05343923888094,0.0042750721557383,0.0,0.0388830067195462,0.0
PR-aXILcs,1.53,2.03539134154479,0.028634910044724,0.0,0.0579320975105331,0.0
PR-HKjaHs,1.06,4.137986395573,0.124117630304945,1.0,0.282878620980601,9.0
PR-sTuBAT,0.89,2.34186927037427,0.138519291818333,0.0,0.437865171959223,13.0
PR-uY72Wj,3.95,2.00014910572658,0.0004091815609432,0.0,0.0011716365779513,0.0
PR-ZU3ok7,2.67,2.05879719992165,0.0005022013602227,0.0,0.0540110033920103,1.0
PR-GbAE4Q,1.28,3.00441618637075,0.218129795002069,1.0,0.688142579565746,22.0
PR-98T820,1.38,2.79197221158701,0.273215436639563,1.0,0.649752842982113,24.0
PR-CO5UBI,0.98,2.97529562515981,0.319986849715119,1.0,0.563211413126273,21.0
PR-D8dZbb,4.2,2.70375150959743,0.340030832606621,1.0,0.590459658765129,15.0
PR-vP9GO6,3.48,4.47069469927382,0.370999878022317,1.0,0.832708440151415,27.0
PR-3lYZxw,4.67,2.02789417257043,0.0712051612762002,0.0,0.107600044157106,2.0
PR-w17BEw,0.78,3.10763775380468,0.335715442863763,1.0,0.632681435171988,19.0
PR-pA9xa3,4.26,2.09636365718751,0.138111701314323,0.0,0.256183922579598,7.0
PR-eHZJvZ,0.99,3.74006962022214,0.332878944809477,1.0,0.684967558724557,25.0
PR-tUWgXH,2.63,1.97269141501624,0.113955605794822,0.0,0.146946065040716,3.0
PR-pKGCdj,1.05,3.49932761621263,0.416148776058121,1.0,0.773982462938234,20.0
PR-cBcN9J,63.68,2.34265995628926,0.0731278642839931,0.0,0.309709890204809,10.0
PR-D6zgVp,1.25,3.18325425456121,0.0681923378578443,1.0,0.435012942369049,19.0
PR-3lN258,0.59,3.5194814021292,0.147197022161543,1.0,0.570661916283224,28.0
PR-FSkNXD,1.33,2.8497889020841,0.414236709595057,1.0,0.59527105241433,19.0
PR-CdFk6C,2.14,2.23773119464079,0.18592806295051,0.0,0.430506634840715,13.0
PR-oC95H5,39.86,3.6077137773611,0.318798395120916,1.0,0.757256551652667,29.0
PR-nMG9sD,1.57,2.23691249798053,0.0337302183222544,0.0,0.242152535472396,6.0
PR-3XrJcO,2.35,2.96856580169877,0.268306048046692,1.0,0.599449840116104,19.0
PR-KkCq6r,3.88,2.10100257284597,0.10056063733069,0.0,0.191142342585109,2.0
PR-6134Do,1.99,2.49555968926311,0.25945869992929,1.0,0.667553338982566,20.0
PR-N8x1Nm,1.69,2.97540077486816,0.518084000668592,1.0,0.713089779139844,20.0
PR-VFDGPx,0.95,3.18731680516698,0.362052576417708,1.0,0.660259232204509,21.0
PR-F6Q8zj,4.36,2.78818460724499,0.425332142314214,1.0,0.712242627955142,29.0
PR-pHYEPj,1.36,4.47902422268251,0.284550230811844,1.0,0.797536643037069,28.0
PR-RaAEhK,3.57,2.14596724619956,0.0241968409510776,0.0,0.19549582272532,6.0
PR-HzNj7n,0.8,2.73851547822378,0.38965626478814,1.0,0.737511458688918,23.0
PR-3BkIqE,3.76,2.19455529939985,0.928612643807231,1.0,0.209222326560058,9.0
PR-WguVHw,2.5,3.72669941549246,0.395460623590108,1.0,0.785460181798417,25.0
PR-ZrElIU,0.56,2.46430285910457,0.426347175845827,1.0,0.658033317172598,16.0
PR-z5WBjK,1.21,3.42845364815947,0.268434652677649,1.0,0.678675498851045,27.0
PR-lzNIhF,3.5,3.04312070630531,0.227906020358796,1.0,0.595547649216746,23.0
PR-AOMFGh,4.18,2.88146315673129,0.222007231753801,1.0,0.518218287635367,20.0
PR-UrpBYx,89.33,2.0025932390157,0.0215412997876462,0.0,0.0334992286767049,0.0
PR-VURGSl,5.56,2.20511379400093,0.002863582694861,0.0,0.208701303127501,9.0
PR-QCCkpK,0.73,2.1632245721887697,0.0663349588438151,0.0,0.260420844532252,9.0
PR-T0QU0W,2.44,3.83179221989219,0.079525957793068,1.0,0.621131544692744,18.0
PR-mZFuZt,0.65,1.82175611229611,0.269717595825967,0.0,0.317386017669837,10.0
PR-Ms9vnJ,1.45,2.61981209243483,0.427409473296688,1.0,0.682663269156214,26.0
PR-CAq8kn,2.81,2.26479545217579,0.0714234372407742,0.0,0.283912854107342,11.0
PR-zLvaqE,4.69,2.99731716808136,0.173894226319769,1.0,0.66062380423016,25.0
PR-i0a92e,3.7,2.7799622071573995,0.282297076547294,1.0,0.476162277878178,17.0
PR-qY1GC4,0.88,2.01279870565457,0.0734719856006929,0.0,0.114263864288397,6.0
PR-VYzbJ2,1.87,3.805549875703,0.0958339319050067,1.0,0.622644830687143,24.0
PR-M3eWHa,1.4,2.7952425804222,0.500073045686819,1.0,0.711921414874726,22.0
PR-rWrc4g,1.25,2.91999994002455,0.199910489603952,1.0,0.49839764574989,18.0
PR-SBnQoB,2.53,2.3059533109249903,0.422190574768963,1.0,0.642922692137761,12.0
PR-vxER4h,0.65,3.74691919092136,0.197640182888727,1.0,0.663856059432688,25.0
PR-0l1GM0,1.36,2.1208671231589498,0.250881325421964,0.0,0.358574462641595,5.0
PR-xvMj9B,3.11,2.86402975460433,0.459769190885804,1.0,0.717962746181227,23.0
PR-GFGbFE,2.17,1.99978685742591,0.0002880904715898,0.0,0.0005644200813401,0.0
PR-Aw8yIF,0.32,3.94464725874115,0.191794631201209,1.0,0.685878157043965,31.0
PR-cfJNvc,3.63,2.21908845426281,0.0703353508008763,0.0,0.289181909590778,8.0
PR-G8rozr,1.86,3.74800434547117,0.0865127407788394,1.0,0.531591553001682,30.0
PR-gEo6Dy,0.81,2.87753948854139,0.183999082500392,1.0,0.570353898328857,19.0
PR-ZnwNzc,1.12,3.51473804703674,0.305793302711683,1.0,0.744773165187036,28.0
PR-lj2b9S,0.93,3.56171640112076,0.152933948148015,1.0,0.574659682537524,25.0
PR-S8c1QK,1.3,2.26655940726343,0.0926040130761009,0.0,0.322733744313404,10.0
PR-MvGdkR,0.92,4.216431617294069,0.395957502411399,1.0,0.809103202983964,32.0
PR-ranxTI,0.67,3.3550862204895497,0.493603144993101,1.0,0.585891021680132,11.0
PR-hfd5Tc,0.64,2.5895471557304104,0.359704676768671,1.0,0.602617223547554,22.0
PR-I3vWjE,1.07,3.0235298334356497,0.377083393576455,1.0,0.70785111583647,24.0
PR-MlyZv5,1.21,2.03059985133089,0.0022646460909782,0.0,0.0259238792887458,0.0
PR-HcWhIT,1.03,2.3651800406287005,0.430901344952989,1.0,0.67981432379571,13.0
PR-kuCd2G,2.24,,,,,
PR-n7TWY6,1.78,3.5115863181409503,0.280838630940591,1.0,0.764335776599323,29.0
PR-fkk2Te,3.25,3.4822671237027203,0.352161826346155,1.0,0.531719324180648,38.0
PR-bEUnI1,1.16,2.88547560137017,0.276822240586577,1.0,0.659319421169053,26.0
PR-JToJzQ,1.2,2.07027697991664,0.0030893915436126,0.0,0.0569894537484563,1.0
PR-Ds9QdK,80.18,1.9912993548078304,0.016971393236196,0.0,0.0188222452603252,0.0
PR-F6k6d2,2.57,3.20796105116842,0.442945810464737,1.0,0.784271067149961,21.0
PR-Vclq4K,0.95,3.75023996378751,0.323797381613829,1.0,0.537261869258058,18.0
PR-o1Zpln,0.4,2.24910515590367,0.184043136811378,0.0,0.402829209705343,9.0
PR-RQzZIL,1.37,2.17940090716597,0.0857323051438006,0.0,0.154416141586238,2.0
PR-M4505H,0.77,,,,,
PR-hc2pj4,0.83,,,,,
PR-jGkzxR,4.35,2.02018308664446,0.0220974385099837,0.0,0.0648058542046032,1.0
PR-ngot7H,1.92,2.06649912288889,0.0207115043982487,0.0,0.107579642681358,4.0
PR-ydc9mn,0.87,,,,,
PR-Ns2lrw,0.79,2.8906340950749505,0.263207974094159,1.0,0.696968521948651,22.0
PR-dRCp1n,1.92,3.79262916889923,0.0637769569964122,1.0,0.448759981758597,14.0
PR-FV0whW,1.01,2.69098463109344,0.495348946968224,1.0,0.633106114377978,22.0
PR-WdRLig,0.48,,,,,
PR-i4D3ah,5.82,3.86248114528719,0.131089679620357,1.0,0.26432858861906,10.0
PR-bO1fo6,0.77,4.20356385911403,0.100430952894352,1.0,0.187726347694348,4.0
PR-v6GkOV,1.28,2.0001222451114,0.0003283557731956,0.0,0.000328378536366,0.0
PR-Ru1ESx,4.53,3.12675681935233,0.478114495286948,1.0,0.729329692546829,24.0
PR-E0Tbjv,72.17,,,,,
PR-u5FimK,0.75,2.0701849886453303,0.0584360325452899,0.0,0.100068917389599,1.0
PR-vlIHkF,0.39,2.08891723426168,0.154462477077452,0.0,0.28044751739913,4.0
PR-kOBSRv,3.83,3.32288930311257,0.15758727251936,1.0,0.519305986785096,16.0
PR-g4oKyy,2.36,3.68037913792546,0.200229093482558,1.0,0.645535197136767,20.0
PR-vsBlze,0.84,3.9011594728866696,0.0119743759648155,1.0,0.300574117412216,11.0
PR-Xxrn4L,3.62,3.81975215373775,0.23809182051892,1.0,0.642893628370004,23.0
PR-o3m2Xg,43.04,2.09365447597005,0.0285222188759275,0.0,0.105341974245365,2.0
PR-UupMo5,1.53,2.7531836354839303,0.431298910409231,1.0,0.697426442042023,23.0
PR-tjwdfV,2.95,2.73512362434357,0.424607313783018,1.0,0.671159562380533,27.0
PR-7dTCvD,6.08,2.80736695016065,0.349967063261606,1.0,0.491261652107451,20.0
PR-urSizP,4.47,2.81142851216915,0.581645911603994,1.0,0.58766057351926,25.0
PR-452U9P,1.61,3.2987062921016004,0.373471052711829,1.0,0.571838590355824,35.0
PR-ntPyxk,87.37,2.95874573804892,0.0427834261609597,1.0,0.296441461388594,10.0
PR-nQXJzs,1.86,3.55523271741558,0.221863874763043,1.0,0.65789279361504,24.0
PR-K8jbg4,2.31,4.05586510885573,0.531314664874878,1.0,0.812201387662383,25.0
PR-5qdqOZ,70.11,,,,,
PR-pPif7Y,2.95,4.84651182881539,0.0297160571681495,1.0,0.745524311793096,28.0
PR-cRvFhR,1.61,2.25468728014391,0.137337226880292,0.0,0.341982061448598,8.0
PR-xpRCE9,0.82,2.81775250370103,0.339877214631939,1.0,0.69924404366312,24.0
PR-HCETwH,0.71,3.90328861022838,0.0823610802432948,1.0,0.500391284616124,16.0
PR-SlqWmK,0.67,3.35399695541735,0.218918600864171,1.0,0.66531945221526,25.0
