DepMap_ID,p53,RAD51,DepMap_ID_norm,PR_ID_norm,WGD
ACH-002023,0.1021246242664103,4.531069492725954,ACH-002023,PR-1EXPUW,oui
ACH-002023,0.1021246242664103,4.531069492725954,ACH-002023,PR-SE0XKO,oui
ACH-002024,0.2610968950070402,3.834913429701039,ACH-002024,PR-KO7QOP,oui
ACH-002024,0.2610968950070402,3.834913429701039,ACH-002024,PR-ZDRL57,oui
ACH-002025,0.2106081818604042,4.238022517825721,ACH-002025,PR-SRCKFL,oui
ACH-002026,0.6098391832187648,4.66732447027863,ACH-002026,PR-E7TFAW,non
ACH-002026,0.6098391832187648,4.66732447027863,ACH-002026,PR-QFOEGU,non
ACH-002027,0.8269554489123653,2.211012193485512,ACH-002027,PR-Y6KPLY,non
ACH-002027,0.8269554489123653,2.211012193485512,ACH-002027,PR-YAM0FC,oui
ACH-002029,-0.0643619436699888,4.467279480459983,ACH-002029,PR-GNBXWA,oui
ACH-002029,-0.0643619436699888,4.467279480459983,ACH-002029,PR-DLGFN8,oui
ACH-002039,-0.0427055641607271,4.574707046415546,ACH-002039,PR-8VEXZS,oui
ACH-002039,-0.0427055641607271,4.574707046415546,ACH-002039,PR-TVQEZI,oui
ACH-002041,0.0467676536926511,2.0874628412503395,ACH-002041,PR-9DU2DR,oui
ACH-002041,0.0467676536926511,2.0874628412503395,ACH-002041,PR-GMFFYV,oui
ACH-002042,0.4452202691513844,1.978195629681652,ACH-002042,PR-0SYHCO,oui
ACH-002042,0.4452202691513844,1.978195629681652,ACH-002042,PR-VU9WTS,oui
ACH-002044,0.0720570556951982,5.034743949324734,ACH-002044,PR-BLWAZJ,oui
ACH-002045,0.2164507535195529,4.710944154575872,ACH-002045,PR-N8ZQUE,oui
ACH-002045,0.2164507535195529,4.710944154575872,ACH-002045,PR-OBSFCE,oui
ACH-002046,0.0801100402566559,4.926473911256073,ACH-002046,PR-PHRBN2,oui
ACH-002046,0.0801100402566559,4.926473911256073,ACH-002046,PR-XYDG5I,oui
ACH-002048,0.3389373308345322,4.314696525656286,ACH-002048,PR-7BX1TR,non
ACH-002048,0.3389373308345322,4.314696525656286,ACH-002048,PR-LZHV7K,non
ACH-002055,0.1412596524285731,2.1009776477248208,ACH-002055,PR-GTA1IS,non
ACH-002059,0.5682221615871169,6.133193598664106,ACH-002059,PR-LZFWUL,non
ACH-002059,0.5682221615871169,6.133193598664106,ACH-002059,PR-WKUUI6,non
ACH-002059,0.5682221615871169,6.133193598664106,ACH-002059,PR-WUU6ZZ,non
ACH-002062,0.9954650889978768,4.0557162635125446,ACH-002062,PR-5UQTAM,oui
ACH-002062,0.9954650889978768,4.0557162635125446,ACH-002062,PR-9K1GZV,oui
ACH-002062,0.9954650889978768,4.0557162635125446,ACH-002062,PR-BQT58Y,oui
ACH-002066,-0.108742084927643,3.887525270741588,ACH-002066,PR-GTHZ6F,oui
ACH-002067,0.5212751950435361,4.888499735514123,ACH-002067,PR-ULV4SS,oui
ACH-002067,0.5212751950435361,4.888499735514123,ACH-002067,PR-GWI1RK,oui
ACH-002069,0.3672607039902048,4.072105800480419,ACH-002069,PR-FPV3PW,oui
ACH-002084,0.8456149155636061,4.535430914871279,ACH-002084,PR-XYIBD5,oui
ACH-002446,0.1734325770150632,3.9541963103868754,ACH-002446,PR-CIG8EL,oui
ACH-002446,0.1734325770150632,3.9541963103868754,ACH-002446,PR-H1MJSV,oui
ACH-002458,0.958466171465191,2.8011586560936985,ACH-002458,PR-FL0SBB,oui
ACH-002459,1.121478653005619,2.2448870591235344,ACH-002459,PR-WIWH9F,oui
ACH-002460,0.7241855006649948,2.811471030529836,ACH-002460,PR-WZXIVP,oui
ACH-002461,0.0315315954743464,2.565597175854225,ACH-002461,PR-EK1C8R,oui
ACH-002462,1.6107692065701582,4.537296067090842,ACH-002462,PR-GT62ZV,non
ACH-002463,1.2045169000299931,2.881664619320345,ACH-002463,PR-JIMVDF,non
ACH-002463,1.2045169000299931,2.881664619320345,ACH-002463,PR-YF6HXD,non
ACH-002464,2.8013734133165067,4.150559676575382,ACH-002464,PR-G5QF67,non
ACH-002464,2.8013734133165067,4.150559676575382,ACH-002464,PR-ZGVGVP,non
ACH-002465,1.5898175861266386,3.787641414483326,ACH-002465,PR-VCDH0U,non
ACH-002467,1.8718975709299768,4.033863451866284,ACH-002467,PR-SOFYL7,non
ACH-002508,0.1353782658115611,3.2735158897021166,ACH-002508,PR-NIUGZV,oui
ACH-002508,0.1353782658115611,3.2735158897021166,ACH-002508,PR-WEIQI3,oui
ACH-002510,1.3278979609660444,2.140778655782796,ACH-002510,PR-48LLTM,oui
ACH-002510,1.3278979609660444,2.140778655782796,ACH-002510,PR-RKEOIE,oui
ACH-002511,0.2085323487262173,3.9001422603598166,ACH-002511,PR-BPGRFV,oui
ACH-002511,0.2085323487262173,3.9001422603598166,ACH-002511,PR-NZBO9W,oui
ACH-002647,1.309701094677412,3.881664619320345,ACH-002647,PR-LSXDRW,oui
ACH-002659,-0.0812947183859846,4.224194663970433,ACH-002659,PR-AQQ8JE,oui
ACH-002664,-0.5342551897051938,4.945794956740061,ACH-002664,PR-B3YKAJ,oui
ACH-002669,0.179894880079462,3.14893410452634,ACH-002669,PR-OWDWEY,oui
ACH-002680,0.0908697585639843,2.503348735167504,ACH-002680,PR-S1ACQE,oui
ACH-002687,1.7005004378819006,3.1391420191456887,ACH-002687,PR-ALQ0YT,oui
ACH-002710,0.1098351114157185,3.4369613378336026,ACH-002710,PR-Y3WQWW,oui
ACH-002785,0.3674226982580401,5.37364821133469,ACH-002785,PR-SR52JX,oui
ACH-002800,-0.0021820273739813,3.319039815562536,ACH-002800,PR-GJNN57,oui
ACH-002847,1.7135420606230214,4.275007047499869,ACH-002847,PR-IOB78F,oui
ACH-002926,1.6624300328569388,2.877744249949002,ACH-002926,PR-BDHY8L,oui
